lofi_n,load_awareness,lofi_delta,link_failure_rate,test,drop_rate,delay,throughput,control_overhead, ttl_rate, no_entry_rate
5,False,0.05,0.05,2,10.0%,118.3,0.112839,0.004406,0.08,0.00
5,False,0.05,0.05,3,6.2%,114.7,0.106299,0.004346,0.04,0.00
5,False,0.05,0.05,4,5.4%,117.1,0.136321,0.003936,0.04,0.00
5,False,0.05,0.05,5,1.9%,111.3,0.136146,0.004403,0.00,0.00
5,False,0.05,0.05,6,2.8%,115.4,0.116550,0.004419,0.01,0.00
5,False,0.05,0.05,7,1.7%,111.5,0.134763,0.004284,0.00,0.00
5,False,0.05,0.05,8,1.7%,111.0,0.134129,0.004357,0.00,0.00
5,False,0.05,0.05,9,1.4%,111.0,0.143814,0.004360,0.00,0.00
5,False,0.05,0.05,10,5.2%,118.1,0.138997,0.004564,0.04,0.00
5,False,0.05,0.05,11,12.7%,114.8,0.144574,0.004281,0.10,0.00
5,False,0.05,0.05,12,1.6%,110.9,0.132980,0.004541,0.00,0.00
5,False,0.05,0.05,13,2.6%,114.1,0.144232,0.004553,0.01,0.00
5,False,0.05,0.05,14,2.3%,112.6,0.147155,0.004202,0.01,0.00
5,False,0.05,0.05,15,1.6%,111.3,0.146490,0.004216,0.00,0.00
5,False,0.05,0.05,16,4.1%,114.1,0.146365,0.004148,0.02,0.00
5,False,0.05,0.05,17,5.0%,111.1,0.138803,0.004393,0.03,0.00
5,False,0.05,0.05,18,6.6%,112.5,0.127619,0.004207,0.05,0.00
5,False,0.05,0.05,19,2.4%,114.6,0.149266,0.004006,0.01,0.00
5,False,0.05,0.05,20,2.1%,114.4,0.137245,0.004294,0.01,0.00
5,False,0.05,0.05,21,1.5%,110.7,0.135747,0.004248,0.00,0.00
5,False,0.05,0.05,22,1.7%,111.8,0.141424,0.004309,0.00,0.00
5,False,0.05,0.05,23,2.5%,115.2,0.152843,0.003751,0.01,0.00
5,False,0.05,0.05,24,1.8%,112.0,0.118785,0.004291,0.00,0.00
5,False,0.05,0.05,25,1.8%,112.0,0.129516,0.004203,0.00,0.00
5,False,0.05,0.05,26,1.8%,111.7,0.125170,0.004074,0.00,0.00
5,False,0.05,0.05,27,1.8%,111.8,0.121090,0.004296,0.00,0.00
5,False,0.05,0.05,28,1.8%,110.7,0.138268,0.003834,0.00,0.00
5,False,0.05,0.05,29,6.1%,119.6,0.129023,0.003980,0.04,0.00
5,False,0.05,0.05,30,13.1%,110.8,0.130899,0.004290,0.10,0.00
5,False,0.05,0.05,31,2.1%,111.6,0.158851,0.004520,0.00,0.00
5,False,0.05,0.05,32,6.6%,112.7,0.134415,0.004597,0.05,0.00
5,False,0.05,0.05,33,1.5%,111.6,0.151388,0.004261,0.00,0.00
5,False,0.05,0.05,34,5.7%,114.0,0.132067,0.004114,0.03,0.00
5,False,0.05,0.05,35,1.6%,111.6,0.159302,0.003885,0.00,0.00
5,False,0.05,0.05,36,5.0%,110.8,0.145258,0.004276,0.03,0.00
5,False,0.05,0.05,37,10.5%,112.4,0.149061,0.004019,0.08,0.00
5,False,0.05,0.05,38,6.3%,121.7,0.130335,0.004447,0.05,0.00
5,False,0.05,0.05,39,4.2%,114.3,0.125333,0.004543,0.03,0.00
5,False,0.05,0.05,40,6.5%,120.0,0.129156,0.004086,0.04,0.00
5,False,0.05,0.05,41,10.0%,112.6,0.204719,0.004134,0.07,0.00
5,False,0.05,0.05,42,1.8%,111.5,0.203673,0.004366,0.00,0.00
5,False,0.05,0.05,43,1.8%,110.9,0.213637,0.004614,0.00,0.00
5,False,0.05,0.05,44,1.8%,110.9,0.240964,0.004669,0.00,0.00
5,False,0.05,0.05,45,2.8%,114.5,0.227434,0.004269,0.01,0.00
5,False,0.05,0.05,46,1.8%,111.5,0.203618,0.004243,0.00,0.00
5,False,0.05,0.05,47,1.9%,110.9,0.215913,0.004510,0.00,0.00
5,False,0.05,0.05,48,5.1%,104.8,0.236948,0.002462,0.03,0.00
5,False,0.05,0.05,49,1.9%,110.9,0.212918,0.004078,0.00,0.00
5,False,0.05,0.05,50,9.0%,115.0,0.192960,0.004765,0.07,0.00
-1,False,0.05,0.05,1,6.7%,93.4,0.042105,0.037480,0.00,0.01
-1,False,0.05,0.05,2,5.8%,93.3,0.039030,0.034398,0.00,0.02
-1,False,0.05,0.05,3,2.6%,93.3,0.030554,0.035992,0.00,0.01
-1,False,0.05,0.05,4,4.7%,91.5,0.049050,0.033717,0.00,0.02
-1,False,0.05,0.05,5,5.4%,99.7,0.041029,0.038068,0.00,0.01
-1,False,0.05,0.05,6,4.2%,101.3,0.033771,0.034423,0.00,0.00
-1,False,0.05,0.05,7,3.5%,100.3,0.041253,0.035274,0.00,0.01
-1,False,0.05,0.05,8,5.6%,90.3,0.034100,0.040201,0.00,0.01
-1,False,0.05,0.05,9,3.2%,102.4,0.038331,0.034075,0.00,0.01
-1,False,0.05,0.05,10,7.5%,92.4,0.045058,0.043526,0.00,0.01
-1,False,0.05,0.05,11,3.1%,101.0,0.033454,0.037050,0.00,0.01
-1,False,0.05,0.05,12,4.2%,90.9,0.049034,0.035567,0.00,0.02
-1,False,0.05,0.05,13,6.3%,95.1,0.035637,0.032760,0.00,0.02
-1,False,0.05,0.05,14,8.2%,91.3,0.040081,0.043939,0.00,0.04
-1,False,0.05,0.05,15,3.3%,91.1,0.035001,0.038897,0.00,0.01
-1,False,0.05,0.05,16,3.4%,101.6,0.032122,0.039044,0.00,0.00
-1,False,0.05,0.05,17,8.3%,85.3,0.031946,0.037494,0.00,0.04
-1,False,0.05,0.05,18,3.2%,100.2,0.038840,0.036033,0.00,0.00
-1,False,0.05,0.05,19,7.1%,89.9,0.039369,0.041049,0.00,0.05
-1,False,0.05,0.05,20,2.8%,95.1,0.035002,0.037964,0.00,0.00
-1,False,0.05,0.05,21,5.4%,100.1,0.037348,0.042522,0.00,0.01
-1,False,0.05,0.05,22,5.3%,101.6,0.032543,0.041062,0.00,0.01
-1,False,0.05,0.05,23,6.8%,93.6,0.031538,0.038352,0.00,0.00
-1,False,0.05,0.05,24,8.4%,90.2,0.029129,0.034426,0.00,0.04
-1,False,0.05,0.05,25,5.5%,94.8,0.036119,0.040198,0.00,0.03
-1,False,0.05,0.05,26,3.1%,90.2,0.034346,0.039260,0.00,0.01
-1,False,0.05,0.05,27,1.9%,101.1,0.032502,0.037592,0.00,0.00
-1,False,0.05,0.05,28,5.8%,93.5,0.031546,0.034672,0.00,0.04
-1,False,0.05,0.05,29,4.0%,101.4,0.033871,0.037072,0.00,0.02
-1,False,0.05,0.05,30,5.6%,93.1,0.038779,0.039956,0.00,0.02
-1,False,0.05,0.05,31,3.3%,99.7,0.028646,0.032771,0.00,0.01
-1,False,0.05,0.05,32,3.6%,91.7,0.033782,0.036115,0.00,0.01
-1,False,0.05,0.05,33,4.7%,91.5,0.032563,0.034542,0.00,0.01
-1,False,0.05,0.05,34,4.2%,101.1,0.039053,0.039565,0.00,0.01
-1,False,0.05,0.05,35,5.2%,90.7,0.039349,0.038698,0.00,0.01

0,False,0.05,0.05,1,6.3%,109.8,0.148855,0.000000,0.05,0.00
0,False,0.05,0.05,2,6.3%,109.8,0.134959,0.000000,0.05,0.00
0,False,0.05,0.05,3,8.3%,107.7,0.152097,0.000000,0.04,0.00
0,False,0.05,0.05,4,10.7%,110.2,0.126011,0.000000,0.09,0.00
0,False,0.05,0.05,5,12.4%,106.4,0.142339,0.000000,0.08,0.00
0,False,0.05,0.05,6,11.6%,110.0,0.131545,0.000000,0.10,0.00
0,False,0.05,0.05,7,6.3%,107.7,0.123561,0.000000,0.05,0.00
0,False,0.05,0.05,8,7.4%,110.9,0.141640,0.000000,0.06,0.00
0,False,0.05,0.05,9,3.8%,105.5,0.125017,0.000000,0.00,0.00
0,False,0.05,0.05,10,8.3%,110.6,0.110986,0.000000,0.06,0.00
0,False,0.05,0.05,11,3.8%,105.5,0.140503,0.000000,0.00,0.00
0,False,0.05,0.05,12,8.1%,107.6,0.117164,0.000000,0.04,0.00
0,False,0.05,0.05,13,10.8%,110.2,0.148979,0.000000,0.09,0.00
0,False,0.05,0.05,14,7.4%,110.8,0.135460,0.000000,0.06,0.00
0,False,0.05,0.05,15,11.6%,109.8,0.139581,0.000000,0.10,0.00
0,False,0.05,0.05,16,6.9%,108.8,0.136836,0.000000,0.05,0.00
0,False,0.05,0.05,17,10.7%,110.2,0.117933,0.000000,0.09,0.00
0,False,0.05,0.05,18,7.3%,111.0,0.148178,0.000000,0.06,0.00
0,False,0.05,0.05,19,7.2%,104.4,0.146959,0.000000,0.03,0.00
0,False,0.05,0.05,20,3.9%,105.6,0.150740,0.000000,0.00,0.00
0,False,0.05,0.05,21,6.3%,107.7,0.142285,0.000000,0.05,0.00
0,False,0.05,0.05,22,10.7%,110.2,0.123284,0.000000,0.09,0.00
0,False,0.05,0.05,23,2.9%,108.2,0.142727,0.000000,0.01,0.00
0,False,0.05,0.05,24,10.6%,110.2,0.145433,0.000000,0.09,0.00
0,False,0.05,0.05,25,7.2%,110.8,0.139525,0.000000,0.06,0.00
0,False,0.05,0.05,26,6.2%,107.6,0.123160,0.000000,0.05,0.00
0,False,0.05,0.05,27,6.8%,104.3,0.119099,0.000000,0.03,0.00
0,False,0.05,0.05,28,8.7%,107.6,0.119118,0.000000,0.05,0.00
0,False,0.05,0.05,29,2.7%,108.3,0.122625,0.000000,0.01,0.00
0,False,0.05,0.05,30,11.6%,110.6,0.127987,0.000000,0.10,0.00
0,False,0.05,0.05,31,6.9%,104.3,0.125323,0.000000,0.03,0.00
0,False,0.05,0.05,32,12.1%,106.3,0.128952,0.000000,0.07,0.00
0,False,0.05,0.05,33,11.3%,106.8,0.108377,0.000000,0.07,0.00
0,False,0.05,0.05,34,8.0%,111.0,0.130335,0.000000,0.06,0.00
0,False,0.05,0.05,35,10.5%,110.1,0.118773,0.000000,0.09,0.00
0,False,0.05,0.05,36,2.7%,108.2,0.113543,0.000000,0.01,0.00
0,False,0.05,0.05,37,7.1%,110.8,0.129996,0.000000,0.06,0.00
0,False,0.05,0.05,38,6.0%,107.6,0.129536,0.000000,0.05,0.00
0,False,0.05,0.05,39,10.6%,110.3,0.122011,0.000000,0.09,0.00
0,False,0.05,0.05,40,8.1%,110.5,0.121121,0.000000,0.06,0.00
0,False,0.05,0.05,41,6.9%,111.8,0.120022,0.000000,0.05,0.00
0,False,0.05,0.05,42,2.4%,108.9,0.116505,0.000000,0.01,0.00
0,False,0.05,0.05,43,6.1%,107.6,0.132243,0.000000,0.05,0.00
0,False,0.05,0.05,44,2.6%,105.3,0.123672,0.000000,0.00,0.00
0,False,0.05,0.05,45,7.0%,107.2,0.130089,0.000000,0.04,0.00
0,False,0.05,0.05,46,2.7%,110.4,0.124042,0.000000,0.01,0.00
0,False,0.05,0.05,47,7.2%,110.8,0.125384,0.000000,0.06,0.00
0,False,0.05,0.05,48,10.5%,110.3,0.128664,0.000000,0.09,0.00
0,False,0.05,0.05,49,2.7%,110.4,0.121993,0.000000,0.01,0.00
0,False,0.05,0.05,50,6.1%,107.6,0.118792,0.000000,0.05,0.00
1,False,0.05,0.05,1,6.3%,113.2,0.126079,0.000815,0.03,0.00
1,False,0.05,0.05,2,8.9%,110.4,0.122687,0.000828,0.05,0.00
1,False,0.05,0.05,3,3.4%,105.6,0.130293,0.000872,0.00,0.00
1,False,0.05,0.05,4,6.4%,109.0,0.133387,0.000800,0.02,0.00
1,False,0.05,0.05,5,3.4%,105.8,0.148477,0.000818,0.00,0.00
1,False,0.05,0.05,6,12.4%,111.0,0.126153,0.000840,0.09,0.00
1,False,0.05,0.05,7,5.8%,108.3,0.132856,0.000803,0.02,0.00
1,False,0.05,0.05,8,3.4%,105.6,0.130725,0.000732,0.00,0.00
1,False,0.05,0.05,9,5.8%,108.3,0.127884,0.000809,0.02,0.00
1,False,0.05,0.05,10,6.1%,108.6,0.129227,0.000727,0.02,0.00
1,False,0.05,0.05,11,5.8%,108.4,0.136158,0.000858,0.02,0.00
1,False,0.05,0.05,12,12.1%,110.8,0.149438,0.000798,0.09,0.00
1,False,0.05,0.05,13,12.0%,111.1,0.140216,0.000722,0.09,0.00
1,False,0.05,0.05,14,3.1%,105.7,0.144858,0.000764,0.00,0.00
1,False,0.05,0.05,15,6.8%,105.0,0.126674,0.000815,0.03,0.00
1,False,0.05,0.05,16,4.2%,108.2,0.128571,0.000895,0.00,0.00
1,False,0.05,0.05,17,3.5%,108.5,0.130816,0.000770,0.00,0.00
1,False,0.05,0.05,18,11.9%,111.3,0.135212,0.000683,0.08,0.00
1,False,0.05,0.05,19,12.4%,110.8,0.132990,0.000814,0.09,0.00
1,False,0.05,0.05,20,3.5%,105.8,0.131389,0.000856,0.00,0.00
1,False,0.05,0.05,21,6.8%,105.0,0.126058,0.000889,0.03,0.00
1,False,0.05,0.05,22,11.7%,111.4,0.132640,0.000832,0.08,0.00
1,False,0.05,0.05,23,7.6%,107.6,0.125739,0.000767,0.03,0.00
1,False,0.05,0.05,24,4.1%,108.8,0.137478,0.000834,0.00,0.00
1,False,0.05,0.05,25,3.6%,106.0,0.133155,0.000764,0.00,0.00
1,False,0.05,0.05,26,14.4%,110.4,0.117439,0.000724,0.11,0.00
1,False,0.05,0.05,27,4.9%,110.3,0.132752,0.000732,0.01,0.00
1,False,0.05,0.05,28,7.0%,108.3,0.126532,0.000873,0.03,0.00
1,False,0.05,0.05,29,12.2%,110.9,0.122749,0.000917,0.09,0.00
1,False,0.05,0.05,30,14.7%,113.7,0.143290,0.000756,0.11,0.00
1,False,0.05,0.05,31,12.2%,110.9,0.137407,0.000824,0.09,0.00
1,False,0.05,0.05,32,5.8%,108.4,0.140183,0.000745,0.02,0.00
1,False,0.05,0.05,33,9.6%,110.0,0.134824,0.000812,0.06,0.00
1,False,0.05,0.05,34,9.8%,108.4,0.115471,0.000772,0.04,0.00
1,False,0.05,0.05,35,9.1%,111.0,0.131484,0.000779,0.06,0.00
1,False,0.05,0.05,36,4.2%,109.2,0.138205,0.000739,0.00,0.00
1,False,0.05,0.05,37,3.4%,108.5,0.129178,0.000861,0.00,0.00
1,False,0.05,0.05,38,11.7%,111.3,0.134536,0.000847,0.08,0.00
1,False,0.05,0.05,39,4.7%,108.3,0.126695,0.000856,0.01,0.00
2,False,0.05,0.05,1,8.4%,108.4,0.213219,0.001549,0.06,0.00
2,False,0.05,0.05,2,7.3%,108.6,0.202161,0.001705,0.05,0.00
2,False,0.05,0.05,3,3.7%,108.9,0.209922,0.001810,0.02,0.00
2,False,0.05,0.05,4,3.7%,108.9,0.224065,0.001262,0.02,0.00
2,False,0.05,0.05,5,7.4%,108.9,0.206314,0.001471,0.05,0.00
2,False,0.05,0.05,6,4.8%,108.9,0.224049,0.001397,0.03,0.00
2,False,0.05,0.05,7,3.2%,110.0,0.214802,0.001626,0.01,0.00
2,False,0.05,0.05,8,4.4%,109.1,0.208725,0.001389,0.02,0.00
2,False,0.05,0.05,9,5.2%,106.7,0.215201,0.001518,0.03,0.00
2,False,0.05,0.05,10,5.0%,108.8,0.207074,0.001575,0.03,0.00
2,False,0.05,0.05,11,6.3%,108.4,0.213654,0.001585,0.04,0.00
2,False,0.05,0.05,12,4.4%,109.7,0.199253,0.001756,0.02,0.00
2,False,0.05,0.05,13,7.6%,107.5,0.225648,0.001799,0.04,0.00
2,False,0.05,0.05,14,4.0%,109.4,0.217198,0.001447,0.02,0.00
2,False,0.05,0.05,15,8.0%,111.9,0.210486,0.001645,0.05,0.00
2,False,0.05,0.05,16,3.6%,108.9,0.210783,0.001734,0.02,0.00
2,False,0.05,0.05,17,1.8%,109.1,0.234542,0.001338,0.00,0.00
2,False,0.05,0.05,18,1.9%,109.4,0.209039,0.001561,0.00,0.00
2,False,0.05,0.05,19,5.1%,106.8,0.224127,0.001780,0.03,0.00
2,False,0.05,0.05,20,5.1%,112.3,0.216985,0.001336,0.04,0.00
2,False,0.05,0.05,21,4.8%,108.5,0.231592,0.001456,0.03,0.00
2,False,0.05,0.05,22,2.7%,109.1,0.210494,0.001680,0.00,0.00
2,False,0.05,0.05,23,7.3%,109.0,0.179215,0.001929,0.05,0.00
2,False,0.05,0.05,24,4.5%,112.9,0.208962,0.001736,0.03,0.00
2,False,0.05,0.05,25,5.1%,106.8,0.191176,0.001566,0.03,0.00
2,False,0.05,0.05,26,4.1%,109.8,0.220497,0.001518,0.02,0.00
2,False,0.05,0.05,27,6.1%,108.0,0.226815,0.001491,0.04,0.00
2,False,0.05,0.05,28,4.4%,111.8,0.204206,0.001652,0.03,0.00
2,False,0.05,0.05,1,7.5%,109.0,0.167349,0.001542,0.05,0.00
2,False,0.05,0.05,2,4.2%,109.5,0.157599,0.001506,0.02,0.00
2,False,0.05,0.05,3,4.4%,108.2,0.144881,0.001468,0.02,0.00
2,False,0.05,0.05,4,4.1%,109.3,0.161127,0.001501,0.02,0.00
2,False,0.05,0.05,5,5.2%,112.1,0.152832,0.001434,0.04,0.00
2,False,0.05,0.05,6,3.2%,109.9,0.139970,0.001660,0.01,0.00
2,False,0.05,0.05,7,7.5%,114.6,0.164201,0.001712,0.06,0.00
2,False,0.05,0.05,8,7.3%,108.4,0.145320,0.001504,0.05,0.00
2,False,0.05,0.05,9,4.4%,112.6,0.149319,0.001479,0.03,0.00
2,False,0.05,0.05,10,3.3%,112.2,0.162079,0.001507,0.02,0.00
2,False,0.05,0.05,11,8.4%,108.2,0.139558,0.001508,0.05,0.00
2,False,0.05,0.05,12,4.9%,109.0,0.156216,0.001504,0.03,0.00
2,False,0.05,0.05,13,5.2%,108.4,0.140431,0.001564,0.03,0.00
2,False,0.05,0.05,1,7.6%,115.2,0.129740,0.001524,0.06,0.00
